file_name,label_index,category_name
594083b4-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59c3193e-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
58f8cd66-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
5a2c8786-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
58e93900-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59a7bc2b-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5a0e3660-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
58857c56-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
595635d0-23d2-11e8-a6a3-ec086b02610b.jpg,7,skunk
59817b4b-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59e10533-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
594e79a5-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
5a217853-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5a0969f2-23d2-11e8-a6a3-ec086b02610b.jpg,2,rodent
58823c05-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
598c5c58-23d2-11e8-a6a3-ec086b02610b.jpg,7,skunk
59c80341-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
599d7b91-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59a94c91-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5968c134-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5a2af63e-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
58b66435-23d2-11e8-a6a3-ec086b02610b.jpg,1,squirrel
59bacaf1-23d2-11e8-a6a3-ec086b02610b.jpg,7,skunk
597e6409-23d2-11e8-a6a3-ec086b02610b.jpg,1,squirrel
5995ae80-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
5883ea48-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
586c8786-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59a17ca1-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59f129dd-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
5a02f922-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59fe20d9-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59452dc5-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59439ef5-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5a0b0292-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5a02fa52-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
599fbf3b-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
598496c8-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5971f9a0-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
596a4eb9-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59d27ace-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59e1020b-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
59f79a82-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59fe207b-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
5986243e-23d2-11e8-a6a3-ec086b02610b.jpg,2,rodent
598f76c4-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5a2c8637-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
596a4fc5-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
598dea1f-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59595122-23d2-11e8-a6a3-ec086b02610b.jpg,2,rodent
59edf2d8-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5a17df06-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
58c0366e-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
597e61ea-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5a0c9c7e-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59c99e3e-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5954a9b9-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
5a2176ce-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
5a14a425-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
5a27db07-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5a1b15b3-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
599fbda0-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59782f19-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59be3e92-23d2-11e8-a6a3-ec086b02610b.jpg,4,fox
59fc7eb1-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
59104a2c-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5858c18e-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59df5b78-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59adfe2d-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5968c24c-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
5987b223-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
5891102a-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
58fd7db2-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
58a53040-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
592f7291-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59260e48-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
59ffbb62-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59cf45b0-23d2-11e8-a6a3-ec086b02610b.jpg,1,squirrel
58782b34-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
597cd76b-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5a096af0-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
58b12f58-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
595f7c59-23d2-11e8-a6a3-ec086b02610b.jpg,2,rodent
597513da-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
599fbf2e-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5a02fbb9-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
59af97a9-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
589cb36d-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
5949d19f-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
597b472a-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
592de4e2-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5937346c-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59a6295d-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5968bf4e-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
59fe243b-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
59894305-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
58adc28f-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59f461e7-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
5900a3f9-23d2-11e8-a6a3-ec086b02610b.jpg,7,skunk
59c804f7-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59bfded7-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
59247be4-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59642047-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59e91981-23d2-11e8-a6a3-ec086b02610b.jpg,7,skunk
59dc24f6-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59ec5389-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59b12e71-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
5a197bdb-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
58bb89fe-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
59e91b54-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59247b48-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59b2eb4a-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5a0e351a-23d2-11e8-a6a3-ec086b02610b.jpg,1,squirrel
59a94dfb-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
58a1cb3b-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5a21778b-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5924795a-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5998cd65-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
592abe68-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59bac73c-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5a17de41-23d2-11e8-a6a3-ec086b02610b.jpg,4,fox
59cf451c-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
59973ca9-23d2-11e8-a6a3-ec086b02610b.jpg,1,squirrel
59641d59-23d2-11e8-a6a3-ec086b02610b.jpg,2,rodent
59c8050d-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59e5e011-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
58f2943e-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
596bd92c-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
58ddd79c-23d2-11e8-a6a3-ec086b02610b.jpg,7,skunk
590a1105-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59b7a932-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
5995ae3e-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59aadcef-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59341b87-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5a1fe80d-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
59782ff4-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
597514c8-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
590ebe04-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
588dbd28-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59d8ec2f-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59373292-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59b482dd-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
58cfcc8a-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
58e72592-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
59b7a966-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
5973876f-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
593ef68d-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59629452-23d2-11e8-a6a3-ec086b02610b.jpg,2,rodent
589cb2ad-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
5a164003-23d2-11e8-a6a3-ec086b02610b.jpg,4,fox
5987b33c-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
591807fa-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59ccd283-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
58cca66c-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59fc7d0f-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59ac6aa5-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
590a0f02-23d2-11e8-a6a3-ec086b02610b.jpg,1,squirrel
598f76b0-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59f945f4-23d2-11e8-a6a3-ec086b02610b.jpg,1,squirrel
598496d1-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59af959a-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
58bd1d03-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
5892b519-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
5913665a-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
5a1fe6a2-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
5a1b168a-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
596735ae-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
596a4dcc-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5874d4c3-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
5924797f-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59b614a8-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
59b93a2e-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59e91c3b-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
58e0f4d0-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59e441dc-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5968c254-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59b616cc-23d2-11e8-a6a3-ec086b02610b.jpg,7,skunk
59be4252-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
593d67d2-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
58643626-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
58d7a2b0-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
59f9464d-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
59aad9a3-23d2-11e8-a6a3-ec086b02610b.jpg,1,squirrel
5a1caf2a-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
5a1979c5-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59e91949-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
5a24a99c-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
59df5c5e-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5a2e13f3-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59f2c5d4-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59e2a38f-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
58a02405-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
58a37b00-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59a49b51-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5a096b9d-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
5878293b-23d2-11e8-a6a3-ec086b02610b.jpg,1,squirrel
593ef6c1-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
590b9c8c-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
59cb39d2-23d2-11e8-a6a3-ec086b02610b.jpg,2,rodent
59279c87-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59ef8e6f-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
591679b2-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
599104f8-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59d752f8-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59adfb1b-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
58d61579-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
596bdb2e-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
59af970c-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
59ffb9d4-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
58bb8b94-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59df5e1f-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
58b13161-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59d41817-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5979bc85-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
5a1b1601-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59519075-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
58df68d9-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59563569-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59738754-23d2-11e8-a6a3-ec086b02610b.jpg,2,rodent
599a5d1e-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5a2c840a-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5919968b-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
58678c99-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59c17aaf-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59673777-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59e43ec4-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5891106d-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
58adc340-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
597cd4c8-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5a0fcf64-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
5935a8fc-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
5a0c9c12-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59d27b31-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5a2c8455-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
58678be1-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
599a5c91-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
592de49e-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
5903cdf0-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
58dabfd1-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
58ff0fd6-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
59830682-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5906f304-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59642073-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
58c1c11e-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5a197af7-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5a231033-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
591b241f-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59500667-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
596bd8f7-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59260ed6-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
59500513-23d2-11e8-a6a3-ec086b02610b.jpg,2,rodent
59b7a92a-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
58cca77a-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59a49cb8-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59941f2b-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
5880938a-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
5935a7bf-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
5a14a6e2-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5a130a51-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5937357a-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
592c4ea9-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5957c42a-23d2-11e8-a6a3-ec086b02610b.jpg,2,rodent
587d4097-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
58f42282-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
592abe94-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59c804a7-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59fae46a-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59484460-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
5967346d-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59da8b24-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59dc24c8-23d2-11e8-a6a3-ec086b02610b.jpg,7,skunk
59c66c9e-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
596eefcf-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
5991034a-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
58e93b79-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59edf238-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
59484530-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
595005e0-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
58d161cd-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59ffb96c-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
5989438e-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59d27c61-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
587eeb75-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
59a49cd4-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59ac6ce2-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
596737b2-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59e10588-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
58dc4ce6-23d2-11e8-a6a3-ec086b02610b.jpg,10,dog
5a24a98f-23d2-11e8-a6a3-ec086b02610b.jpg,2,rodent
59c4c0e6-23d2-11e8-a6a3-ec086b02610b.jpg,4,fox
59a49c54-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
58ce3e5e-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
592abf59-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
58c34edd-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
592de2ee-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
598f758f-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5a14a6ab-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59751675-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
591e40fd-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
58c035fe-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
58eac97c-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5968c2f9-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
58a022a9-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
5a230fab-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5987b2f9-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
59edef27-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
59b482fb-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
5a24a96a-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
58ce3ecb-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
59fc7e26-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
588a660e-23d2-11e8-a6a3-ec086b02610b.jpg,11,opossum
5888bc2e-23d2-11e8-a6a3-ec086b02610b.jpg,7,skunk
59f4613b-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
5a2af6f1-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59b93836-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59fae543-23d2-11e8-a6a3-ec086b02610b.jpg,0,deer
59f4624a-23d2-11e8-a6a3-ec086b02610b.jpg,1,squirrel
58b9d8bb-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
59f12909-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
5921638d-23d2-11e8-a6a3-ec086b02610b.jpg,6,raccoon
59af9600-23d2-11e8-a6a3-ec086b02610b.jpg,9,cat
594b5cac-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
5957c35a-23d2-11e8-a6a3-ec086b02610b.jpg,8,bobcat
586437c2-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
5922ec81-23d2-11e8-a6a3-ec086b02610b.jpg,5,coyote
